rank,objective,spearman_score_vs_target,pearson_score_vs_target,top_bucket_target_mean,bottom_bucket_target_mean,top_bottom_spread,complexity_penalty,concentration_penalty,max_weight,weight_entropy,effective_n_features,n_features,features,weights
895,0.627547149174339,0.8137463253757049,0.8263876078101331,0.7456853281853281,0.3104005791505791,0.43528474903474895,0.0,0.0,0.38763663311673957,1.0829325569636086,2.912354075060207,3,rank__active_months|rank__profit_factor_oos|rank__expectancy_is,0.35913561|0.38763663|0.25322775
896,0.6275224337353859,0.820973438899343,0.8346961832995391,0.751969111969112,0.332007722007722,0.41996138996139,0.015,0.0,0.3180069952650392,1.488529247247075,4.105551519030391,5,rank__trades_per_month|rank__net_profit_oos|rank__avg_win_total|rank__active_months|rank__win_rate_total,0.31800700|0.27843626|0.13242986|0.20844990|0.06267698
897,0.6275103132339639,0.8207957229930242,0.8304519244863064,0.7150579150579152,0.2696428571428572,0.445415057915058,0.03,0.0,0.2771001825223309,1.6761191030611715,4.90093866007203,6,rank__profit_factor_oos|rank__avg_loss_total|rank__expectancy_oos|rank__win_rate_oos|rank__trade_count_is|rank__profit_factor_total,0.09701080|0.20218877|0.24539145|0.06850659|0.10980221|0.27710018
898,0.627491199787772,0.8175079787261231,0.8216875935249874,0.7312934362934362,0.2951206563706564,0.43617277992277986,0.0,0.0,0.3562917347327366,1.2754421091855925,3.3919691573403106,4,rank__expectancy_is|rank__trade_count_total|rank__profit_factor_oos|rank__trade_count_is,0.35629173|0.28477458|0.28519514|0.07373855
899,0.62737807144437,0.7943752915869372,0.8252429087627742,0.7545752895752896,0.2798745173745174,0.4747007722007722,0.0,0.0334212167117052,0.5168424334234104,1.0714994625419998,2.5385767625564815,4,rank__trade_count_oos|rank__profit_factor_oos|rank__net_profit_is|rank__trades_per_month,0.51684243|0.33683888|0.10942506|0.03689363
900,0.6273372920485895,0.8291335609311558,0.8176794263040811,0.7214527027027027,0.29424227799227803,0.42721042471042464,0.045,0.0,0.33912657097886184,1.7270294082302997,4.806264301131344,7,rank__win_rate_total|rank__profit_factor_oos|rank__trades_per_month|rank__trade_count_is|rank__net_profit_oos|rank__expectancy_oos|rank__net_profit_total,0.33912657|0.11265390|0.16147069|0.05100117|0.10247424|0.03302766|0.20024576
901,0.6272018181313931,0.8004176324017822,0.8198318042196976,0.7534700772200773,0.29458011583011584,0.45888996138996146,0.015,0.0,0.29512223923025255,1.52313805790253,4.291547033165838,5,rank__payoff_ratio_total|rank__net_profit_oos|rank__win_rate_oos|rank__trade_count_is|rank__net_profit_total,0.29512224|0.08629084|0.16246630|0.16459910|0.29152152
902,0.6272008576031688,0.8017356920403145,0.8141910960339809,0.7435569498069498,0.2783590733590734,0.46519787644787636,0.03,0.0,0.2889086129305954,1.6933290149383853,4.988929798500762,6,rank__expectancy_is|rank__profit_factor_total|rank__expectancy_oos|rank__trade_count_oos|rank__net_profit_total|rank__net_profit_oos,0.28890861|0.09978289|0.09349587|0.17433739|0.10504296|0.23843228
903,0.627094418637471,0.8180855554216598,0.7922960946969123,0.742953667953668,0.307519305019305,0.435434362934363,0.045,0.0,0.24123185836315292,1.7797740508733377,5.429617287524372,7,rank__expectancy_oos|rank__trade_count_is|rank__avg_loss_total|rank__payoff_ratio_total|rank__trade_count_total|rank__active_months|rank__win_rate_is,0.20892308|0.05336822|0.02899983|0.10638306|0.14789390|0.21320006|0.24123186
904,0.6270467878834283,0.8196109502842309,0.8059544023249455,0.744469111969112,0.3131853281853282,0.43128378378378385,0.045,0.0,0.2370236930785623,1.7922325317143006,5.566174179130378,7,rank__avg_win_total|rank__active_months|rank__expectancy_oos|rank__trade_count_is|rank__net_profit_total|rank__profit_factor_is|rank__avg_loss_total,0.01899458|0.23702369|0.20827706|0.20757379|0.12724114|0.11229236|0.08859738
905,0.6270407296928003,0.8057194902736315,0.8242730126930186,0.754165057915058,0.3069401544401544,0.44722490347490357,0.015,0.0,0.23647015992275056,1.5955963663759158,4.867581532685462,5,rank__active_months|rank__trade_count_oos|rank__expectancy_total|rank__payoff_ratio_total|rank__profit_factor_oos,0.16964304|0.15466120|0.23647016|0.20611681|0.23310879
906,0.6270158065025745,0.8344206091441451,0.8285579341472324,0.6970318532818532,0.2700289575289575,0.42700289575289574,0.03,0.0,0.274808904116228,1.715156232184652,5.249832976716948,6,rank__win_rate_is|rank__expectancy_total|rank__profit_factor_oos|rank__profit_factor_is|rank__net_profit_oos|rank__win_rate_total,0.06073574|0.15542102|0.14857411|0.18646466|0.27480890|0.17399556
907,0.6268839656407467,0.8185150355285974,0.820153179317849,0.7412789575289577,0.31554054054054054,0.42573841698841713,0.0,0.0,0.3694758978111753,1.3495224325180162,3.7064775706645885,4,rank__expectancy_oos|rank__win_rate_total|rank__expectancy_total|rank__active_months,0.22006330|0.22281741|0.36947590|0.18764338
908,0.6268439050630306,0.8033943738326248,0.8250051188088484,0.7495559845559845,0.29270270270270277,0.4568532818532817,0.03,0.0,0.2926482725983856,1.6971053247699892,5.040513502471228,6,rank__trade_count_total|rank__win_rate_oos|rank__payoff_ratio_total|rank__net_profit_total|rank__trades_per_month|rank__net_profit_oos,0.29264827|0.15213886|0.22369035|0.12140265|0.06796488|0.14215498
909,0.6267527668727422,0.8062526379925884,0.8187015374938122,0.746930501930502,0.29158301158301164,0.4553474903474904,0.045,0.0,0.2148807619413291,1.8775288721926917,6.180962933556299,7,rank__profit_factor_total|rank__trade_count_is|rank__expectancy_oos|rank__active_months|rank__trade_count_total|rank__trades_per_month|rank__win_rate_total,0.11698076|0.10571122|0.21488076|0.06535387|0.18905792|0.19464760|0.11336787
910,0.6264952051373354,0.8010396380738986,0.8263335312731127,0.7437934362934363,0.2861679536679537,0.4576254826254826,0.0,0.0,0.40621514434407785,1.3120539997007767,3.4655773050777117,4,rank__trades_per_month|rank__net_profit_oos|rank__trade_count_is|rank__expectancy_oos,0.40621514|0.13922726|0.20671263|0.24784497
911,0.6264524773670639,0.8096440498715086,0.8237985647366329,0.7373455598455598,0.28849420849420854,0.4488513513513513,0.0,0.023684387667245038,0.4973687753344901,0.9001978163945026,2.2842974272700753,3,rank__profit_factor_oos|rank__net_profit_is|rank__payoff_ratio_total,0.49736878|0.43030806|0.07232317
912,0.6264456534271383,0.8218768280897978,0.8273054793040733,0.7480694980694983,0.33188223938223943,0.41618725868725887,0.015,0.0,0.2561518644846304,1.5650679614351497,4.614968415358175,5,rank__trade_count_is|rank__net_profit_is|rank__active_months|rank__net_profit_oos|rank__net_profit_total,0.24025838|0.11819791|0.24326349|0.25615186|0.14212836
913,0.6264196132126267,0.8208845809461836,0.8176029106882128,0.7321187258687258,0.30510135135135136,0.4270173745173745,0.0,0.011896595402352439,0.4737931908047049,1.1918423487306997,2.925899369916044,4,rank__win_rate_oos|rank__trades_per_month|rank__avg_loss_total|rank__expectancy_total,0.28537429|0.17896808|0.06186444|0.47379319
914,0.6263071972400516,0.8038238539395625,0.813429959526008,0.750810810810811,0.3037162162162162,0.44709459459459483,0.0,0.0,0.3266245813806439,1.37062846034994,3.872468829457545,4,rank__trades_per_month|rank__avg_win_total|rank__win_rate_is|rank__net_profit_oos,0.20816693|0.32662458|0.23078238|0.23442611
915,0.6261284597107558,0.8376787340933263,0.856873701941365,0.6863658301158301,0.26002895752895755,0.42633687258687253,0.045,0.0,0.2672817759606753,1.82168354231636,5.692876398036091,7,rank__avg_loss_total|rank__trade_count_is|rank__profit_factor_oos|rank__win_rate_oos|rank__net_profit_oos|rank__trade_count_total|rank__avg_win_total,0.15763465|0.03324973|0.11635443|0.26728178|0.17493355|0.16227047|0.08827539
916,0.6260396491362598,0.8045643368825581,0.8252721865099097,0.748069498069498,0.2928812741312741,0.45518822393822383,0.045,0.0,0.22711650880182127,1.8267058371681695,5.75534472701667,7,rank__net_profit_is|rank__trade_count_oos|rank__win_rate_oos|rank__expectancy_is|rank__net_profit_total|rank__net_profit_oos|rank__payoff_ratio_total,0.08241481|0.19322124|0.20655918|0.04292121|0.22711651|0.08620196|0.16156510
917,0.625984840345465,0.8148866691079183,0.8112269593671517,0.7179247104247105,0.26851351351351355,0.44941119691119696,0.03,0.0,0.3313650977808557,1.5752388028625222,4.335136282982173,6,rank__net_profit_total|rank__expectancy_oos|rank__win_rate_total|rank__win_rate_oos|rank__win_rate_is|rank__payoff_ratio_total,0.22326994|0.33136510|0.20087853|0.03922588|0.16612894|0.03913161
918,0.6259324561375016,0.8057046806147715,0.8288367769196817,0.7431660231660233,0.2937451737451738,0.44942084942084953,0.015,0.0,0.2726231116134089,1.5743892340690668,4.666767667316746,5,rank__win_rate_oos|rank__net_profit_is|rank__expectancy_oos|rank__trade_count_oos|rank__trade_count_is,0.17303733|0.14851648|0.25588544|0.14993764|0.27262311
919,0.6258641227797622,0.8311032455595243,0.8456985703892579,0.7373455598455598,0.3295028957528957,0.4078426640926641,0.045,0.0,0.2561892352394013,1.7992396013449605,5.530280405433953,7,rank__trade_count_oos|rank__profit_factor_oos|rank__net_profit_is|rank__profit_factor_total|rank__expectancy_is|rank__active_months|rank__expectancy_oos,0.08490171|0.21898626|0.10247654|0.02816011|0.17589229|0.25618924|0.13339385
920,0.6255987742746608,0.8191666605184335,0.8266339813944862,0.7391843629343631,0.3096332046332046,0.4295511583011585,0.045,0.0,0.205538013682607,1.8472246477738419,5.991579552966945,7,rank__trade_count_oos|rank__win_rate_total|rank__expectancy_total|rank__profit_factor_total|rank__win_rate_is|rank__trades_per_month|rank__net_profit_oos,0.11370094|0.03431805|0.11599215|0.12990546|0.20553801|0.20113324|0.19941213
921,0.6253591896602807,0.8080890356912176,0.8202115438795323,0.7373455598455598,0.28849420849420854,0.4488513513513513,0.03,0.0,0.27293765974305245,1.621679793828168,4.7715094924552055,6,rank__expectancy_oos|rank__payoff_ratio_total|rank__profit_factor_oos|rank__net_profit_oos|rank__net_profit_is|rank__net_profit_total,0.22851383|0.11077571|0.20597839|0.01460570|0.27293766|0.16718871
922,0.6253240553690752,0.820129288344328,0.8120705434173935,0.7237596525096527,0.28797779922779926,0.4357818532818534,0.045,0.0,0.2789928870813177,1.7146337598833843,4.94384231900941,7,rank__win_rate_is|rank__active_months|rank__profit_factor_is|rank__expectancy_is|rank__net_profit_oos|rank__trade_count_total|rank__profit_factor_oos,0.16762929|0.20832367|0.04400586|0.21757717|0.05112718|0.03234394|0.27899289
923,0.6253205552541378,0.8186927514349163,0.832754347710095,0.7312934362934363,0.3061727799227799,0.42512065637065644,0.0,0.0,0.31010409502030817,1.3685916858866167,3.867355446202964,4,rank__net_profit_oos|rank__profit_factor_is|rank__net_profit_total|rank__trade_count_is,0.25636443|0.17993784|0.25359364|0.31010410
924,0.6251178086602976,0.8327619273518346,0.8304898388285205,0.7224324324324325,0.3191698841698842,0.4032625482625483,0.0,0.008873138922431911,0.46774627784486383,1.222337445892768,3.031402839132913,4,rank__win_rate_is|rank__expectancy_oos|rank__win_rate_total|rank__net_profit_total,0.07486319|0.24974458|0.20764595|0.46774628
925,0.6249630497496815,0.8128281265263901,0.828059211542993,0.7449034749034749,0.31764961389961394,0.4272538610038609,0.0,0.0,0.37509651990998044,1.3045352042782163,3.451793470800238,4,rank__expectancy_is|rank__trade_count_total|rank__win_rate_oos|rank__expectancy_oos,0.37509652|0.13082151|0.17691856|0.31716340
926,0.6248707940750454,0.8034684221269245,0.811512133943999,0.7363320463320464,0.2795849420849421,0.4567471042471043,0.03,0.0,0.23512632272734696,1.7383969230289444,5.450988941714698,6,rank__net_profit_oos|rank__profit_factor_is|rank__trade_count_total|rank__profit_factor_oos|rank__win_rate_oos|rank__trade_count_oos,0.09653221|0.23512632|0.21091552|0.17030098|0.09805457|0.18907041
927,0.6247844560136602,0.8096292402126487,0.8236228866029361,0.7208301158301158,0.2704488416988417,0.4503812741312741,0.015,0.0,0.3434408885977498,1.395594700921387,3.6449106780964193,5,rank__profit_factor_is|rank__win_rate_is|rank__expectancy_oos|rank__trade_count_oos|rank__profit_factor_oos,0.31481597|0.04083845|0.34344089|0.22240653|0.07849816
928,0.6247212942248981,0.8095700015772092,0.8200150917953137,0.7391602316602317,0.29691119691119694,0.44224903474903476,0.03,0.0,0.32553188651564485,1.6202955287139362,4.542625684979726,6,rank__profit_factor_oos|rank__trade_count_oos|rank__expectancy_oos|rank__expectancy_is|rank__win_rate_oos|rank__avg_win_total,0.22517130|0.03564047|0.08687937|0.32553189|0.18842861|0.13834837
929,0.6246492217511094,0.7902878257416008,0.8067512106929201,0.7585183397683399,0.29560810810810817,0.46291023166023176,0.0,0.0,0.36190265336114597,1.09369767127752,2.9714653179811092,3,rank__avg_win_total|rank__profit_factor_total|rank__net_profit_oos,0.35048637|0.28761098|0.36190265
930,0.6245807533399944,0.8085185157981551,0.8212054122003016,0.7451640926640927,0.3025868725868726,0.44257722007722006,0.0,0.041948469560039586,0.5338969391200792,0.9273375837150414,2.3177024258688315,3,rank__net_profit_oos|rank__net_profit_total|rank__expectancy_is,0.53389694|0.09559281|0.37051025
931,0.624572259667071,0.7843491525387754,0.8140953772254779,0.7519208494208494,0.2704826254826255,0.48143822393822383,0.015,0.0,0.42331779525962093,1.3988656231058383,3.4970046420755394,5,rank__trade_count_total|rank__avg_win_total|rank__profit_factor_oos|rank__expectancy_oos|rank__trades_per_month,0.16888298|0.09049070|0.05938523|0.25792329|0.42331780
932,0.6245265741356103,0.8104141521322242,0.8075935313152579,0.7366940154440155,0.29243243243243244,0.44426158301158303,0.045,0.0,0.22630378510978505,1.8200474918449128,5.701798135912955,7,rank__payoff_ratio_total|rank__trade_count_is|rank__win_rate_is|rank__profit_factor_total|rank__net_profit_is|rank__trade_count_oos|rank__profit_factor_oos,0.22630379|0.12355780|0.12509003|0.03970463|0.19700200|0.06900742|0.21933434
933,0.6244127980668063,0.8274896887977052,0.8240396381323939,0.6963658301158302,0.26851351351351355,0.42785231660231665,0.015,0.0,0.33892269793525587,1.4352735136840218,3.8273097554908895,5,rank__win_rate_is|rank__payoff_ratio_total|rank__net_profit_total|rank__net_profit_oos|rank__win_rate_total,0.10714426|0.21360263|0.04487920|0.29545121|0.33892270
934,0.624384958273743,0.810266055543625,0.8155725155899529,0.7187500000000001,0.272992277992278,0.4457577220077221,0.0,0.0,0.3698939519244612,1.2584214290202023,3.318677642510791,4,rank__profit_factor_total|rank__net_profit_total|rank__profit_factor_is|rank__profit_factor_oos,0.29744250|0.26806363|0.06459991|0.36989395
935,0.624359165744882,0.8226025013739338,0.8261350275970448,0.7259942084942084,0.30335907335907336,0.422635135135135,0.03,0.0,0.33253977547394975,1.5702265314528288,4.200696702402837,6,rank__trade_count_total|rank__avg_win_total|rank__trade_count_is|rank__expectancy_oos|rank__profit_factor_oos|rank__profit_factor_total,0.02792776|0.33253978|0.29303312|0.11083744|0.09819078|0.13747112
936,0.6242173861440669,0.8214029190062806,0.8245151165832502,0.7006515444015443,0.26697876447876445,0.43367277992277986,0.0,0.0,0.32162330537836276,1.3550100226108315,3.7770178014677485,4,rank__net_profit_oos|rank__profit_factor_total|rank__win_rate_total|rank__expectancy_total,0.27946254|0.24218898|0.15672518|0.32162331
937,0.6240013648673025,0.8077039845608599,0.8246717258718969,0.7340057915057915,0.2848117760617761,0.4491940154440154,0.045,0.0,0.1995714912155646,1.8929305891984467,6.363915341364361,7,rank__avg_win_total|rank__net_profit_total|rank__profit_factor_oos|rank__win_rate_total|rank__profit_factor_is|rank__trades_per_month|rank__trade_count_oos,0.07743250|0.19957149|0.14929136|0.19139320|0.08376319|0.16940279|0.12914547
938,0.6238997786341937,0.8079853680791983,0.8098768148160985,0.7549710424710423,0.32832528957528956,0.42664575289575274,0.0,0.0,0.3824540533742788,1.0789979638747893,2.892529466566597,3,rank__net_profit_oos|rank__payoff_ratio_total|rank__trade_count_oos,0.37497558|0.24257036|0.38245405
939,0.6237320553981269,0.8025354136187499,0.8214364389849862,0.7437934362934363,0.2861679536679537,0.4576254826254826,0.0,0.0702207502326819,0.5904415004653638,0.8451685692983095,2.104750225025377,3,rank__net_profit_oos|rank__trade_count_total|rank__profit_factor_total,0.35076814|0.59044150|0.05879036
940,0.6236749836820413,0.8216250638891792,0.8002189955682494,0.7356756756756757,0.3166312741312742,0.41904440154440153,0.045,0.0,0.1862777719784349,1.8973254699752757,6.42174123440497,7,rank__active_months|rank__avg_win_total|rank__payoff_ratio_total|rank__net_profit_oos|rank__win_rate_is|rank__net_profit_total|rank__win_rate_oos,0.16064478|0.07162357|0.12053387|0.09745002|0.18328090|0.18018909|0.18627777
941,0.6236291799752298,0.8127392685732308,0.7935183617891088,0.7325,0.2993532818532819,0.4331467181467181,0.0,0.018042676961301407,0.4860853539226028,1.1394029326847708,2.7621142211250462,4,rank__avg_win_total|rank__trades_per_month|rank__expectancy_oos|rank__win_rate_oos,0.31675348|0.04383796|0.15332321|0.48608535
942,0.6234777673648313,0.8310588165829446,0.8111832656684135,0.6909604247104247,0.27074324324324334,0.4202171814671814,0.015,0.0,0.23829667481651415,1.596304747685463,4.875900406105382,5,rank__expectancy_oos|rank__avg_loss_total|rank__profit_factor_oos|rank__win_rate_total|rank__active_months,0.20179588|0.18558047|0.23829667|0.14790161|0.22642536
943,0.6234545849127714,0.8075558879722607,0.8272714684393662,0.7335521235521235,0.28897683397683405,0.44457528957528947,0.03,0.0,0.2069121334079543,1.773822220278158,5.799036768826984,6,rank__trades_per_month|rank__profit_factor_oos|rank__avg_win_total|rank__trade_count_total|rank__trade_count_oos|rank__profit_factor_total,0.16336501|0.14513935|0.20691213|0.17434889|0.11415422|0.19608039
944,0.6234454952149061,0.8132872259510476,0.8231880665644927,0.7218870656370658,0.2848117760617761,0.43707528957528974,0.015,0.0,0.23278392017372698,1.5910619368612577,4.834653454775228,5,rank__win_rate_oos|rank__trade_count_oos|rank__profit_factor_total|rank__expectancy_total|rank__trade_count_total,0.22530554|0.22194621|0.18681883|0.23278392|0.13314551
945,0.6233944749287601,0.8132131776567479,0.8278661482210793,0.7570752895752896,0.3351689189189189,0.42190637065637066,0.045,0.0,0.20083330814469627,1.8380668418943726,6.060667146400358,7,rank__expectancy_is|rank__expectancy_oos|rank__active_months|rank__win_rate_oos|rank__avg_win_total|rank__trades_per_month|rank__trade_count_oos,0.18116633|0.20083331|0.11957613|0.15924685|0.17548543|0.14506150|0.01863045
946,0.6233404572500854,0.8036905670098231,0.8155758756092786,0.7429536679536681,0.2937451737451738,0.44920849420849435,0.045,0.0,0.26303987038733445,1.741484357893039,5.008734955395734,7,rank__win_rate_is|rank__active_months|rank__expectancy_oos|rank__payoff_ratio_total|rank__trades_per_month|rank__trade_count_total|rank__profit_factor_is,0.25638667|0.04587694|0.26303987|0.07260025|0.21157152|0.10036483|0.05015992
947,0.623314689189051,0.8220989729726966,0.790053547610884,0.7148166023166024,0.29164575289575284,0.42317084942084954,0.015,0.0,0.4025340740935714,1.4043445568026618,3.5809307414342504,5,rank__trade_count_total|rank__profit_factor_oos|rank__net_profit_is|rank__avg_loss_total|rank__active_months,0.07058681|0.40253407|0.06365209|0.21040502|0.25282201
948,0.6232737603775556,0.8317844898670803,0.8028015029572253,0.686192084942085,0.2653812741312742,0.42081081081081073,0.015,0.0,0.38157344927886877,1.4454265465759017,3.7930062493399226,5,rank__win_rate_total|rank__trade_count_is|rank__avg_loss_total|rank__profit_factor_oos|rank__active_months,0.10205774|0.24638151|0.20737672|0.38157345|0.06261057
949,0.6232559867873417,0.8271046376673475,0.828526211913848,0.6973407335907336,0.27693050193050195,0.4204102316602316,0.0,0.0,0.38503186778794785,1.335847505785365,3.612484779189256,4,rank__profit_factor_oos|rank__win_rate_oos|rank__net_profit_oos|rank__active_months,0.23674653|0.38503187|0.21139899|0.16682262
950,0.6232371284702741,0.8405369982532896,0.817994406552249,0.7053426640926641,0.3076737451737452,0.3976689189189189,0.045,0.0,0.20327361855631096,1.898606409898443,6.406225644300473,7,rank__profit_factor_total|rank__active_months|rank__trades_per_month|rank__win_rate_oos|rank__expectancy_oos|rank__win_rate_is|rank__net_profit_oos,0.11322500|0.19569451|0.07810445|0.20327362|0.10791006|0.13715667|0.16463569
951,0.6230770499485052,0.7894436751865859,0.8038672780922419,0.7503088803088803,0.2840733590733591,0.4662355212355212,0.015,0.0,0.28794496729382124,1.4638631836952796,4.098979497980378,5,rank__win_rate_oos|rank__trades_per_month|rank__profit_factor_total|rank__payoff_ratio_total|rank__expectancy_oos,0.18995948|0.28794497|0.20542467|0.28605924|0.03061165
952,0.6230387674379377,0.7998844846828252,0.8190930079624859,0.7437934362934363,0.29768339768339774,0.44611003861003856,0.0,0.0,0.4334235190138823,1.2967540856633062,3.3471650291208386,4,rank__trades_per_month|rank__net_profit_oos|rank__trade_count_oos|rank__expectancy_oos,0.16479329|0.16195158|0.43342352|0.23983161
953,0.6229685326853538,0.8004176324017822,0.8167876249424201,0.7417471042471043,0.2929971042471043,0.44875000000000004,0.0,0.013796983052058509,0.47759396610411703,1.072423648968022,2.5657900150482944,4,rank__win_rate_total|rank__profit_factor_total|rank__trade_count_is|rank__net_profit_oos,0.04371458|0.38961847|0.47759397|0.08907299
954,0.6229539766821098,0.8042829533642197,0.8124643038469581,0.7461824324324324,0.31064189189189195,0.4355405405405405,0.0,0.0,0.3498524254282968,1.0976999846396531,2.9945521182877237,3,rank__payoff_ratio_total|rank__profit_factor_oos|rank__trade_count_is,0.33500104|0.34985243|0.31514653
955,0.6228569097749918,0.798359089820254,0.8019345750403569,0.7289527027027026,0.2686148648648649,0.4603378378378377,0.015,0.0,0.348569645847993,1.5320596194323077,4.278862790459441,5,rank__profit_factor_oos|rank__expectancy_is|rank__win_rate_total|rank__expectancy_total|rank__avg_loss_total,0.34856965|0.22934185|0.14419777|0.14904112|0.12884962
956,0.6228266727811285,0.7923907972997086,0.7994019675904958,0.7468870656370658,0.28849420849420854,0.4583928571428572,0.0,0.0,0.44172074526653127,1.059155537170524,2.7871505982977163,3,rank__profit_factor_oos|rank__net_profit_total|rank__expectancy_total,0.21655254|0.44172075|0.34172672
957,0.6228047892373667,0.8007138255789804,0.8138158227095409,0.7373455598455598,0.2899613899613899,0.4473841698841699,0.0,0.0,0.3859155413009154,1.2121023600006284,3.0704837267399148,4,rank__net_profit_is|rank__win_rate_total|rank__profit_factor_oos|rank__net_profit_total,0.38591554|0.06141878|0.37697785|0.17568783
958,0.6227846875290791,0.8197590468728301,0.8141290101425084,0.7091843629343629,0.2830743243243244,0.42611003861003854,0.0,0.0,0.3255009915340228,1.2838931115064078,3.440852511065027,4,rank__profit_factor_oos|rank__win_rate_oos|rank__profit_factor_total|rank__net_profit_total,0.29754618|0.32550099|0.30049049|0.07646233
959,0.6226947634892959,0.8012765926156572,0.8108769548434317,0.7429536679536681,0.29750000000000004,0.4454536679536681,0.015,0.0,0.2496559350437905,1.570093506131958,4.665397203796621,5,rank__payoff_ratio_total|rank__win_rate_total|rank__win_rate_is|rank__expectancy_oos|rank__trade_count_total,0.24378815|0.10844180|0.24965594|0.17098372|0.22713040
960,0.6226206608830678,0.8215362059360197,0.8215443419997178,0.7104247104247106,0.2862693050193051,0.4241554054054055,0.015,0.0,0.27809540306980157,1.5904151146465175,4.803844849367654,5,rank__win_rate_is|rank__profit_factor_oos|rank__expectancy_total|rank__trade_count_total|rank__profit_factor_is,0.18627446|0.27809540|0.19620944|0.17358418|0.16583652
961,0.6225389501184869,0.8061933993571487,0.7952991427754512,0.7165878378378377,0.2671428571428572,0.44944498069498057,0.0,0.008143408190167373,0.46628681638033476,0.9281493974741958,2.355400200831122,3,rank__trade_count_is|rank__win_rate_oos|rank__payoff_ratio_total,0.08698438|0.44672880|0.46628682
962,0.6224529553608265,0.8173895014552437,0.8246464563942945,0.7323021235521235,0.31665057915057915,0.4156515444015444,0.0,0.0,0.40762685272131166,1.1846128257784145,3.069586728921245,4,rank__avg_win_total|rank__expectancy_total|rank__win_rate_total|rank__expectancy_oos,0.03086540|0.40762685|0.25818228|0.30332547
963,0.6224058444346782,0.8320954927031387,0.8284775804493207,0.6973793436293435,0.28750482625482626,0.40987451737451724,0.0,0.014348656098440327,0.47869731219688066,1.0164828955091065,2.604815829369968,3,rank__win_rate_oos|rank__expectancy_total|rank__net_profit_oos,0.47869731|0.16350471|0.35779798
964,0.6223890815413927,0.8017356920403145,0.8200746315034898,0.7451640926640927,0.3061776061776062,0.43898648648648647,0.0,0.0,0.32545706327470697,1.3460529211639896,3.7257383689075887,4,rank__expectancy_oos|rank__net_profit_total|rank__net_profit_is|rank__net_profit_oos,0.14097291|0.32545706|0.25540467|0.27816536
965,0.6223098213839701,0.8263937740420715,0.8259499388086805,0.7121332046332046,0.29996138996139,0.41217181467181463,0.015,0.0,0.23161410468719099,1.594514957263338,4.860870244305805,5,rank__payoff_ratio_total|rank__win_rate_oos|rank__expectancy_oos|rank__win_rate_total|rank__trade_count_total,0.21750337|0.23161410|0.14529886|0.17623193|0.22935173
966,0.6222823497147887,0.7991588113986894,0.8163948540021789,0.7527750965250964,0.30462837837837836,0.4481467181467181,0.045,0.0,0.20975140302735384,1.9069833757045749,6.498780320664134,7,rank__active_months|rank__expectancy_oos|rank__trade_count_is|rank__net_profit_oos|rank__net_profit_is|rank__expectancy_total|rank__payoff_ratio_total,0.14307787|0.13693437|0.08233758|0.18176574|0.10651236|0.20975140|0.13962068
967,0.6222604270828427,0.7935459506907819,0.8155018431605525,0.7353088803088805,0.27154440154440157,0.46376447876447896,0.015,0.0,0.24740794527454163,1.5901432791990229,4.816331970759333,5,rank__net_profit_is|rank__trades_per_month|rank__profit_factor_oos|rank__avg_loss_total|rank__net_profit_total,0.14430552|0.17889757|0.18823387|0.24115509|0.24740795
968,0.6220966935994309,0.7931460899015643,0.80183853989346,0.7585183397683399,0.311534749034749,0.44698359073359095,0.0,0.0,0.36142284502874505,1.3427100952688074,3.674224108361349,4,rank__avg_win_total|rank__avg_loss_total|rank__expectancy_total|rank__net_profit_oos,0.26942236|0.16440572|0.20474907|0.36142285
969,0.6220433553945209,0.8022392204415516,0.8139585349970685,0.7339864864864865,0.2876833976833977,0.4463030888030888,0.015,0.0,0.35074143270683844,1.5106749777158166,4.172493431071513,5,rank__net_profit_total|rank__net_profit_is|rank__net_profit_oos|rank__payoff_ratio_total|rank__profit_factor_oos,0.15159731|0.18590180|0.08339838|0.22836107|0.35074143
970,0.6220151869677474,0.8045347175648383,0.8317738166699817,0.7367664092664094,0.29083494208494215,0.4459314671814672,0.045,0.0,0.2748505385513017,1.7144528533808576,4.953116014888284,7,rank__profit_factor_oos|rank__profit_factor_is|rank__net_profit_total|rank__trade_count_oos|rank__trades_per_month|rank__avg_win_total|rank__trade_count_is,0.27485054|0.18769838|0.02056606|0.13053978|0.25081209|0.09573700|0.03979615
971,0.621835140632537,0.8000177716125644,0.7994948384282583,0.7582577220077219,0.32590733590733584,0.43235038610038606,0.0,0.0,0.3386144165685772,1.2125235125633118,3.2059102004068127,4,rank__net_profit_total|rank__profit_factor_oos|rank__avg_win_total|rank__active_months,0.03584257|0.29997600|0.32556702|0.33861442
972,0.6218206391586212,0.8012469732979373,0.8207206248015271,0.7444691119691119,0.3003619691119691,0.4441071428571428,0.03,0.0,0.20107538152819887,1.7817773926180336,5.881752821619585,6,rank__payoff_ratio_total|rank__profit_factor_oos|rank__profit_factor_is|rank__win_rate_oos|rank__trade_count_is|rank__net_profit_total,0.13323547|0.15418590|0.19426700|0.15762614|0.15961011|0.20107538
973,0.6216856155607354,0.8172414048666446,0.829989800469412,0.7312934362934361,0.3118098455598456,0.41948359073359054,0.03,0.0,0.19781459882097843,1.7748224059794815,5.8164720070588585,6,rank__net_profit_is|rank__win_rate_total|rank__net_profit_total|rank__profit_factor_oos|rank__trade_count_is|rank__avg_win_total,0.17228500|0.15454695|0.19781460|0.19334750|0.17326048|0.10874547
